rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri.1,track_href,analysis_url,duration_ms,time_signature,bert_nega,bert_posi,bert_score,nltk_neg,nltk_neu,nltk_pos,nltk_score
83,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,2,62,39,2778202,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,audio_features,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955,4,13.0,5.0,-0.2809736761781904,0.0,16.0,2.0,0.0748055555555555
84,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,3,83,107,2776869,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453,4,16.0,15.0,-0.0166199303442432,1.0,30.0,0.0,0.015716129032258
85,spotify:track:4tqcoej1zPvwePZCzuAjJd,J. Cole,Wet Dreamz,Roc Nation Records LLC,69,77,70,2772356,0.495,0.722,6,-8.108,0,0.357,0.0697,0.0,0.113,0.539,175.627,audio_features,spotify:track:4tqcoej1zPvwePZCzuAjJd,https://api.spotify.com/v1/tracks/4tqcoej1zPvwePZCzuAjJd,https://api.spotify.com/v1/audio-analysis/4tqcoej1zPvwePZCzuAjJd,239267,4,28.0,4.0,-0.4438756071031093,1.0,27.0,4.0,0.0714312499999999
86,spotify:track:4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,Top Dawg Entertainment/RCA Records,1,75,95,2759227,0.461,0.651,1,-8.81,0,0.0568,0.418,1.26e-05,0.782,0.383,121.07,audio_features,spotify:track:4PMqSO5qyjpvzhlLI5GnID,https://api.spotify.com/v1/tracks/4PMqSO5qyjpvzhlLI5GnID,https://api.spotify.com/v1/audio-analysis/4PMqSO5qyjpvzhlLI5GnID,278480,4,12.0,3.0,-0.3688455422719319,0.0,15.0,0.0,-0.0944666666666666
87,spotify:track:6IyoLWzljeR3ldQo4KWHT6,Yeat,Out thë way,Field Trip Recordings/Geffen Records,47,74,11,2756301,0.767,0.628,4,-7.41,0,0.242,0.21,8.79e-06,0.275,0.798,128.07,audio_features,spotify:track:6IyoLWzljeR3ldQo4KWHT6,https://api.spotify.com/v1/tracks/6IyoLWzljeR3ldQo4KWHT6,https://api.spotify.com/v1/audio-analysis/6IyoLWzljeR3ldQo4KWHT6,150242,4,7.0,1.0,-0.4617858901619911,0.0,8.0,0.0,0.0198625
88,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,48,67,26,2730118,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,11.0,14.0,0.0432544827461242,1.0,23.0,1.0,-0.0020839999999999
89,spotify:track:1uN0f4NqMDcReSwXO6PLuG,Rihanna,Where Have You Been,Def Jam Recordings,89,-1,1,2721856,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963,audio_features,spotify:track:1uN0f4NqMDcReSwXO6PLuG,https://api.spotify.com/v1/tracks/1uN0f4NqMDcReSwXO6PLuG,https://api.spotify.com/v1/audio-analysis/1uN0f4NqMDcReSwXO6PLuG,242680,4,42.0,13.0,-0.3081824801184914,1.0,40.0,14.0,-0.0424254545454545
90,spotify:track:7H0ya83CMmgFcOhw0UB6ow,Beach House,Space Song,Bella Union,47,69,83,2703328,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,audio_features,spotify:track:7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/tracks/7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/audio-analysis/7H0ya83CMmgFcOhw0UB6ow,320467,4,27.0,11.0,-0.2516736717600571,2.0,35.0,1.0,0.0219947368421052
91,spotify:track:2mnXxnrX5vCGolNkaFvVeM,"Arcángel, Bad Bunny",La Jumpa,Rimas Entertainment LLC.,43,59,11,2702876,0.887,0.234,9,-14.52,1,0.178,0.111,0.67,0.13,0.197,140.02,audio_features,spotify:track:2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/tracks/2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/audio-analysis/2mnXxnrX5vCGolNkaFvVeM,196800,4,49.0,11.0,-0.3665753781795501,3.0,52.0,5.0,-0.0560916666666666
92,spotify:track:2CSRrnOEELmhpq8iaAi9cd,SZA,Blind,Top Dawg Entertainment/RCA Records,5,70,10,2694215,0.461,0.279,9,-11.776,0,0.0373,0.911,0.0,0.205,0.599,114.225,audio_features,spotify:track:2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/tracks/2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/audio-analysis/2CSRrnOEELmhpq8iaAi9cd,150720,4,8.0,12.0,0.095382085442543,0.0,17.0,3.0,0.072715
93,spotify:track:0FA4wrjDJvJTTU8AepZTup,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,sped up nightcore,93,-1,1,2691242,0.686,0.897,11,-7.18,0,0.0386,0.0103,0.103,0.153,0.355,129.975,audio_features,spotify:track:0FA4wrjDJvJTTU8AepZTup,https://api.spotify.com/v1/tracks/0FA4wrjDJvJTTU8AepZTup,https://api.spotify.com/v1/audio-analysis/0FA4wrjDJvJTTU8AepZTup,163139,4,22.0,7.0,-0.3228905981984631,9.0,18.0,2.0,-0.0658137931034482
94,spotify:track:6KGtAlYvgm4W9PoYabFAYE,Morgan Wallen,One Thing At A Time,Big Loud Records / Mercury Records / Republic Records,31,71,11,2681379,0.614,0.913,7,-5.126,1,0.0296,0.0042,1.72e-06,0.26,0.92,141.982,audio_features,spotify:track:6KGtAlYvgm4W9PoYabFAYE,https://api.spotify.com/v1/tracks/6KGtAlYvgm4W9PoYabFAYE,https://api.spotify.com/v1/audio-analysis/6KGtAlYvgm4W9PoYabFAYE,206865,4,7.0,13.0,0.1536023408174514,0.0,20.0,0.0,0.01806
95,spotify:track:4h5x3XHLVYFJaItKuO2rhy,"SZA, Phoebe Bridgers",Ghost in the Machine (feat. Phoebe Bridgers),Top Dawg Entertainment/RCA Records,17,103,10,2673641,0.624,0.433,6,-9.572,1,0.0467,0.837,0.0294,0.113,0.589,124.979,audio_features,spotify:track:4h5x3XHLVYFJaItKuO2rhy,https://api.spotify.com/v1/tracks/4h5x3XHLVYFJaItKuO2rhy,https://api.spotify.com/v1/audio-analysis/4h5x3XHLVYFJaItKuO2rhy,218587,4,32.0,20.0,-0.1418407502082678,2.0,49.0,1.0,0.0449096153846153
96,spotify:track:0rc1HCVoReqzzXF9jssqZk,"Lizzo, SZA",Special (feat. SZA),Atlantic Records,96,-1,1,2667104,0.464,0.724,7,-5.019,1,0.0705,0.0188,0.0,0.679,0.303,82.526,audio_features,spotify:track:0rc1HCVoReqzzXF9jssqZk,https://api.spotify.com/v1/tracks/0rc1HCVoReqzzXF9jssqZk,https://api.spotify.com/v1/audio-analysis/0rc1HCVoReqzzXF9jssqZk,174749,4,9.0,3.0,-0.2854201893011729,0.0,12.0,0.0,-0.0351249999999999
97,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,1,81,116,2658258,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,spotify:track:02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx,238805,4,12.0,5.0,-0.255438324283151,1.0,14.0,2.0,0.1176529411764705
98,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,76,76,27,2638789,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3,30.0,23.0,-0.0880843524662953,5.0,38.0,10.0,0.0387150943396226
99,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,Everlong,RCA Records Label,60,82,28,2637894,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,audio_features,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547,4,17.0,12.0,-0.1126379905075862,1.0,24.0,4.0,-0.0123793103448275
100,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,27,84,17,2603313,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,audio_features,spotify:track:0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/tracks/0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/audio-analysis/0QHEIqNKsMoOY5urbzN48u,134256,4,42.0,13.0,-0.3081824801184914,1.0,40.0,14.0,-0.0424254545454545
101,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,10,80,11,2600189,0.684,0.671,7,-4.392,0,0.0464,0.189,2.37e-05,0.122,0.156,88.048,audio_features,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/tracks/2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/audio-analysis/2Hh3ETdQKrmSI3QS0hme7g,199920,4,15.0,2.0,-0.4861288140801822,2.0,14.0,1.0,-0.0333470588235294
102,spotify:track:6HMtHNpW6YPi1hrw9tgF8P,Lizzo,About Damn Time,Nice Life/Atlantic,6,89,41,2597008,0.836,0.743,10,-6.305,0,0.0653,0.0974,0.0,0.335,0.723,108.965,audio_features,spotify:track:6HMtHNpW6YPi1hrw9tgF8P,https://api.spotify.com/v1/tracks/6HMtHNpW6YPi1hrw9tgF8P,https://api.spotify.com/v1/audio-analysis/6HMtHNpW6YPi1hrw9tgF8P,191938,4,12.0,8.0,-0.1379006624221802,1.0,18.0,1.0,0.0369
103,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,79,23,2590421,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4,22.0,3.0,-0.4723807311058044,1.0,23.0,1.0,-0.12124
104,spotify:track:7ySUcLPVX7KudhnmNcgY2D,Rihanna,S&M,Def Jam Recordings,104,-1,1,2587896,0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,audio_features,spotify:track:7ySUcLPVX7KudhnmNcgY2D,https://api.spotify.com/v1/tracks/7ySUcLPVX7KudhnmNcgY2D,https://api.spotify.com/v1/audio-analysis/7ySUcLPVX7KudhnmNcgY2D,243600,4,26.0,11.0,-0.2537031157596691,2.0,33.0,2.0,-0.0069702702702702
105,spotify:track:3XgGQ1wjo5khvq2UImjyNF,Brent Faiyaz,ALL MINE,"Lost Kids LLC., Marketed by Venice / Stem",22,94,28,2556261,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,audio_features,spotify:track:3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/tracks/3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/audio-analysis/3XgGQ1wjo5khvq2UImjyNF,216063,4,7.0,0.0,-0.6832684448787144,0.0,4.0,3.0,0.1556285714285714
106,spotify:track:4vVjPTApwXZwB2H3mBq3ml,"Quavo, Takeoff",HOTEL LOBBY (Unc & Phew),Quality Control Music/Motown Records,61,92,32,2550898,0.825,0.649,11,-4.297,1,0.169,0.117,0.0,0.232,0.143,127.978,audio_features,spotify:track:4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/tracks/4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/audio-analysis/4vVjPTApwXZwB2H3mBq3ml,142657,4,10.0,10.0,-0.0110867440700531,2.0,13.0,5.0,0.135535
107,spotify:track:72TFWvU3wUYdUuxejTTIzt,"Rihanna, Drake",Work,Roc Nation / Rihanna,57,-1,13,2546091,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,audio_features,spotify:track:72TFWvU3wUYdUuxejTTIzt,https://api.spotify.com/v1/tracks/72TFWvU3wUYdUuxejTTIzt,https://api.spotify.com/v1/audio-analysis/72TFWvU3wUYdUuxejTTIzt,219320,4,11.0,5.0,-0.2096090503036975,0.0,13.0,3.0,0.19798125
108,spotify:track:5r67bGhYXZNqk2m2Wupfmu,Rihanna,Pour It Up,Def Jam Recordings,108,-1,1,2542278,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,audio_features,spotify:track:5r67bGhYXZNqk2m2Wupfmu,https://api.spotify.com/v1/tracks/5r67bGhYXZNqk2m2Wupfmu,https://api.spotify.com/v1/audio-analysis/5r67bGhYXZNqk2m2Wupfmu,161200,4,10.0,3.0,-0.3433209703518794,0.0,13.0,0.0,-0.0665999999999999
109,spotify:track:4WuOWVnAqvEQxgSRrspBgt,"Metro Boomin, Travis Scott, 21 Savage",Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Republic Records,7,96,11,2539866,0.671,0.658,2,-5.567,1,0.309,0.189,8.66e-05,0.147,0.257,87.933,audio_features,spotify:track:4WuOWVnAqvEQxgSRrspBgt,https://api.spotify.com/v1/tracks/4WuOWVnAqvEQxgSRrspBgt,https://api.spotify.com/v1/audio-analysis/4WuOWVnAqvEQxgSRrspBgt,207307,4,9.0,3.0,-0.2854201893011729,0.0,12.0,0.0,-0.0351249999999999
110,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Tennessee Whiskey,Mercury Nashville,98,142,94,2517150,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,audio_features,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,https://api.spotify.com/v1/tracks/3fqwjXwUGN6vbzIwvyFMhx,https://api.spotify.com/v1/audio-analysis/3fqwjXwUGN6vbzIwvyFMhx,293293,4,12.0,3.0,-0.3678866386413574,0.0,14.0,1.0,-0.0366999999999999
111,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,Rimas Entertainment LLC,10,90,41,2510316,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,audio_features,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/tracks/5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/audio-analysis/5Eax0qFko2dh7Rl2lYs3bx,213061,4,30.0,17.0,-0.1698750980356906,2.0,42.0,3.0,0.0138255319148936
112,spotify:track:3RKjTYlQrtLXCq5ncswBPp,Baby Tate,"Hey, Mickey!",Yung Baby Tate,39,87,4,2489839,0.912,0.507,2,-11.952,1,0.0587,0.579,0.0,0.167,0.725,134.978,audio_features,spotify:track:3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/tracks/3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/audio-analysis/3RKjTYlQrtLXCq5ncswBPp,115556,4,22.0,4.0,-0.4138524188445164,0.0,26.0,0.0,0.16445
113,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,93,84,2477399,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,spotify:track:567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806,4,9.0,3.0,-0.2976105064153671,0.0,12.0,0.0,-0.0493333333333333
114,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,101,101,13,2463137,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,audio_features,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM,213920,4,14.0,7.0,-0.2258550609861101,2.0,19.0,0.0,-0.1347333333333333
115,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,13,115,249,2420871,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,audio_features,spotify:track:4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/audio-analysis/4VXIryQMWpIdGgYR4TrjT1,165820,4,10.0,3.0,-0.3433209703518794,0.0,13.0,0.0,-0.0665999999999999
116,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,28,102,85,2419770,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,17.0,4.0,-0.3667860258193243,0.0,20.0,1.0,0.0436095238095238
117,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,25,88,68,2403881,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,audio_features,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/tracks/5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/audio-analysis/5TXDeTFVRVY7Cvt0Dw4vWW,120027,4,9.0,7.0,-0.1008909232914447,0.0,16.0,0.0,-0.0884187499999999
118,spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Lil Baby, Gunna",Drip Too Hard (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,105,221,2393793,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,audio_features,spotify:track:78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,145543,4,14.0,7.0,-0.2003148992856343,0.0,21.0,0.0,-0.0281904761904761
119,spotify:track:23Lyy7ZXRvzfgH4JtDkKrX,Grupo Frontera,No Se Va - En Vivo,Grupo Frontera,49,111,20,2387408,0.594,0.527,0,-9.335,1,0.0335,0.121,0.0,0.234,0.692,172.712,audio_features,spotify:track:23Lyy7ZXRvzfgH4JtDkKrX,https://api.spotify.com/v1/tracks/23Lyy7ZXRvzfgH4JtDkKrX,https://api.spotify.com/v1/audio-analysis/23Lyy7ZXRvzfgH4JtDkKrX,194019,4,8.0,8.0,-0.0106642730534076,0.0,13.0,3.0,0.208125
120,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,Apocalypse,Partisan Records,49,100,32,2376269,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,audio_features,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,https://api.spotify.com/v1/tracks/3AVrVz5rK8Hrqo9YGiVGN5,https://api.spotify.com/v1/audio-analysis/3AVrVz5rK8Hrqo9YGiVGN5,290147,4,14.0,13.0,-0.0319787396325005,0.0,24.0,3.0,0.0868666666666666
121,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,27,106,104,2374875,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,audio_features,spotify:track:7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,242253,4,6.0,13.0,0.1827427337044163,0.0,17.0,2.0,0.0392736842105263
122,spotify:track:3sNVsP50132BTNlImLx70i,Kanye West,Bound 2,Rock The World/IDJ/Kanye/LP6,20,122,60,2353455,0.367,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.913,audio_features,spotify:track:3sNVsP50132BTNlImLx70i,https://api.spotify.com/v1/tracks/3sNVsP50132BTNlImLx70i,https://api.spotify.com/v1/audio-analysis/3sNVsP50132BTNlImLx70i,229147,4,10.0,2.0,-0.3834203581015269,0.0,12.0,0.0,-0.024825
123,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",Yandel 150,La Leyenda LLC,120,120,3,2349635,0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,audio_features,spotify:track:4FAKtPVycI4DxoOHC01YqD,https://api.spotify.com/v1/tracks/4FAKtPVycI4DxoOHC01YqD,https://api.spotify.com/v1/audio-analysis/4FAKtPVycI4DxoOHC01YqD,216148,4,37.0,9.0,-0.3612431015657342,4.0,39.0,3.0,-0.1027021739130434
124,spotify:track:30VrBsh1STRBoIrhQOAwzK,Rihanna,Disturbia,Def Jam Recordings,83,-1,3,2345106,0.703,0.813,11,-4.517,0,0.0574,0.0884,0.0,0.219,0.717,124.904,audio_features,spotify:track:30VrBsh1STRBoIrhQOAwzK,https://api.spotify.com/v1/tracks/30VrBsh1STRBoIrhQOAwzK,https://api.spotify.com/v1/audio-analysis/30VrBsh1STRBoIrhQOAwzK,238573,4,14.0,7.0,-0.2003148992856343,0.0,21.0,0.0,-0.0281904761904761
125,spotify:track:180tYOjVoVnuDFZdTzgQRe,Rihanna,Rude Boy,Def Jam Recordings,125,-1,1,2337320,0.563,0.75,3,-4.496,0,0.124,0.111,0.0,0.0788,0.811,173.926,audio_features,spotify:track:180tYOjVoVnuDFZdTzgQRe,https://api.spotify.com/v1/tracks/180tYOjVoVnuDFZdTzgQRe,https://api.spotify.com/v1/audio-analysis/180tYOjVoVnuDFZdTzgQRe,222920,4,20.0,13.0,-0.1251280560637965,1.0,31.0,1.0,-0.0565969696969697
126,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,98,36,2329370,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,spotify:track:4ewazQLXFTDC8XvCbhvtXs,https://api.spotify.com/v1/tracks/4ewazQLXFTDC8XvCbhvtXs,https://api.spotify.com/v1/audio-analysis/4ewazQLXFTDC8XvCbhvtXs,233456,3,17.0,1.0,-0.5328093502256606,1.0,17.0,0.0,-0.021711111111111
127,spotify:track:54ELExv56KCAB4UP9cOCzC,"Ñengo Flow, Bad Bunny",Gato de Noche,Rimas Entertainment LLC,38,99,8,2317735,0.892,0.662,8,-3.894,1,0.162,0.169,1.24e-06,0.363,0.607,93.976,audio_features,spotify:track:54ELExv56KCAB4UP9cOCzC,https://api.spotify.com/v1/tracks/54ELExv56KCAB4UP9cOCzC,https://api.spotify.com/v1/audio-analysis/54ELExv56KCAB4UP9cOCzC,227013,4,17.0,9.0,-0.1959939094690176,4.0,18.0,4.0,-0.0682653846153846
128,spotify:track:5TRPicyLGbAF2LGBFbHGvO,"Kanye West, Dwele",Flashing Lights,Roc-A-Fella,53,129,57,2315205,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,audio_features,spotify:track:5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO,237507,4,10.0,8.0,-0.0927421384387546,1.0,12.0,5.0,0.1435611111111111
129,spotify:track:6foY66mWZN0pSRjZ408c00,Morgan Wallen,Whiskey Glasses,Big Loud Records,43,108,195,2313834,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,audio_features,spotify:track:6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/tracks/6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/audio-analysis/6foY66mWZN0pSRjZ408c00,234347,4,22.0,7.0,-0.3228905981984631,9.0,18.0,2.0,-0.0658137931034482
130,spotify:track:577YBGuskWkVDCxZrLRB4v,Lil Baby,Pure Cocaine,Quality Control Music/Motown Records/Capitol Records,52,114,43,2290899,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,audio_features,spotify:track:577YBGuskWkVDCxZrLRB4v,https://api.spotify.com/v1/tracks/577YBGuskWkVDCxZrLRB4v,https://api.spotify.com/v1/audio-analysis/577YBGuskWkVDCxZrLRB4v,154024,4,27.0,6.0,-0.3812671917857546,2.0,29.0,2.0,-0.0174151515151515
131,spotify:track:6vN77lE9LK6HP2DewaN6HZ,"Lil Baby, Drake",Yes Indeed,"Quality Control Music, LLC",2,117,145,2283349,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,audio_features,spotify:track:6vN77lE9LK6HP2DewaN6HZ,https://api.spotify.com/v1/tracks/6vN77lE9LK6HP2DewaN6HZ,https://api.spotify.com/v1/audio-analysis/6vN77lE9LK6HP2DewaN6HZ,142273,4,12.0,5.0,-0.2291721175698673,0.0,14.0,3.0,0.0794882352941176
132,spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,NLE Choppa,SLUT ME OUT,Warner Records,132,199,2,2275494,0.938,0.606,6,-6.396,0,0.419,0.117,0.0,0.528,0.706,121.108,audio_features,spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,https://api.spotify.com/v1/tracks/5BmB3OaQyYXCqRyN8iR2Yi,https://api.spotify.com/v1/audio-analysis/5BmB3OaQyYXCqRyN8iR2Yi,123673,4,17.0,4.0,-0.3667860258193243,0.0,20.0,1.0,0.0436095238095238
